Daily soil climate at site boone in year 1
,,,,Soil_temperature,,,,,,,Soil_moisture(wfps),,,,,,,Soil_oxygen(kg O2/layer),,,,,,Soil_Eh(mv),,,,,,WT(m), Ice(wfps),,,,,,Ice,Snowpack,SoilWater,DeepWater,Soil_pH,,,,,,SurfaceWaterT
288,  13.25,  37.00,    1.3,   15.3,   15.3,   14.8,   14.2,   13.3,   12.6,   12.2,   0.67,   0.67,   0.80,   0.88,   0.49,   0.34,   0.28,    0.0,   13.2,   16.2,   17.5,   20.6,   21.8,    0.0,  276.7,  337.9,  366.0,  430.2,  456.3,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   97.8,  52.36,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
289,  11.00,   0.00,    1.7,   14.5,   14.5,   14.4,   14.0,   13.3,   12.7,   12.3,   0.52,   0.52,   0.62,   0.73,   0.68,   0.43,   0.31,   10.1,    7.7,    4.5,   12.0,   18.1,   21.0,  210.7,  161.6,   94.5,  250.1,  379.3,  438.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   96.1,  52.29,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
290,   9.00,   0.00,    1.6,   13.3,   13.3,   13.3,   13.2,   13.0,   12.7,   12.3,   0.43,   0.43,   0.51,   0.61,   0.68,   0.57,   0.39,   14.6,   12.8,    9.3,    8.5,   14.7,   19.3,  305.6,  266.5,  193.5,  178.6,  306.7,  403.0,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   93.6,  52.83,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
291,   8.25,   2.00,    1.4,   12.0,   12.0,   12.0,   12.0,   12.0,   11.9,   11.8,   0.40,   0.40,   0.46,   0.54,   0.62,   0.63,   0.49,   12.0,   14.2,   12.5,   10.0,   11.6,   16.6,  249.9,  297.8,  262.1,  209.4,  241.5,  347.1,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   92.0,  54.51,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
292,   4.75,   0.00,    1.2,    9.5,    9.5,    9.5,    9.5,    9.5,    9.5,    9.5,   0.35,   0.35,   0.40,   0.48,   0.56,   0.59,   0.57,   18.0,   16.9,   14.5,   12.0,   11.2,   13.8,  376.3,  353.0,  303.8,  251.0,  234.2,  288.8,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   86.8,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
293,   4.25,   0.00,    1.4,    8.5,    8.5,    8.8,    9.1,    9.3,    9.3,    9.3,   0.32,   0.32,   0.36,   0.42,   0.51,   0.55,   0.57,   19.4,   18.5,   16.4,   13.8,   12.6,   12.5,  405.3,  386.9,  343.6,  288.4,  262.6,  261.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   80.1,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
294,  10.75,   1.00,    1.9,   11.2,   11.2,   10.5,    9.7,    9.3,    9.3,    9.3,   0.30,   0.30,   0.33,   0.39,   0.46,   0.51,   0.53,   17.8,   18.9,   17.8,   15.4,   14.0,   13.2,  371.7,  396.0,  372.9,  322.0,  291.6,  275.1,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   74.2,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
295,   9.50,   1.00,    1.5,   11.7,   11.7,   11.0,   10.2,    9.5,    9.3,    9.3,   0.29,   0.29,   0.32,   0.36,   0.43,   0.47,   0.50,   18.3,   19.6,   18.8,   16.7,   15.2,   14.2,  382.4,  409.6,  392.6,  348.6,  318.5,  297.8,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   69.1,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
296,   3.00,   3.00,    0.5,    8.0,    8.0,    8.5,    9.0,    9.3,    9.3,    9.3,   0.34,   0.34,   0.35,   0.36,   0.40,   0.44,   0.46,   12.9,   18.4,   19.3,   17.7,   16.4,   15.4,  269.8,  385.2,  402.4,  369.6,  342.2,  322.0,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   67.5,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
297,   2.75,   0.00,    1.0,    6.6,    6.6,    7.5,    8.4,    9.1,    9.2,    9.3,   0.30,   0.30,   0.32,   0.35,   0.38,   0.41,   0.43,   19.9,   19.6,   19.2,   18.3,   17.3,   16.5,  416.9,  410.1,  401.5,  381.9,  361.3,  344.3,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   63.2,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
298,   4.25,   0.00,    1.5,    7.3,    7.3,    7.7,    8.3,    8.9,    9.2,    9.3,   0.27,   0.27,   0.29,   0.32,   0.36,   0.39,   0.40,   21.2,   20.8,   19.9,   18.8,   17.9,   17.3,  442.4,  434.3,  416.6,  392.1,  374.8,  361.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   58.9,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
299,  10.50,   0.00,    1.5,   10.2,   10.2,    9.8,    9.5,    9.3,    9.3,    9.3,   0.25,   0.25,   0.27,   0.30,   0.34,   0.37,   0.38,   21.9,   21.6,   20.8,   19.5,   18.6,   18.0,  458.6,  451.7,  433.7,  406.6,  388.9,  376.5,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   55.2,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
300,  15.75,  22.00,    1.0,   13.3,   13.3,   12.0,   10.4,    9.5,    9.3,    9.3,   0.62,   0.62,   0.69,   0.42,   0.33,   0.35,   0.36,    0.0,   16.2,   20.6,   20.1,   19.3,   18.7,    0.0,  339.1,  431.5,  420.5,  403.6,  391.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   74.2,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
301,  12.25,   6.00,    1.2,   13.9,   13.9,   12.6,   11.1,    9.8,    9.4,    9.3,   0.55,   0.55,   0.62,   0.60,   0.35,   0.34,   0.35,    0.0,    7.1,   13.9,   19.6,   19.7,   19.3,    0.0,  148.2,  290.7,  410.7,  411.8,  404.3,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   77.4,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
302,  14.00,  39.00,    1.4,   15.1,   15.1,   13.6,   11.8,   10.2,    9.6,    9.4,   0.67,   0.67,   0.80,   0.90,   0.83,   0.40,   0.35,    0.0,    8.2,   11.0,   18.0,   19.5,   19.6,    0.0,  172.4,  229.8,  376.0,  407.2,  409.6,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  113.6,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
303,  10.75,   0.00,    1.5,   14.4,   14.4,   13.4,   12.0,   10.5,    9.8,    9.5,   0.52,   0.52,   0.63,   0.76,   0.85,   0.61,   0.38,   10.2,    7.8,    4.1,    3.7,   14.5,   18.9,  212.3,  162.3,   85.7,   76.7,  303.5,  394.4,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  110.6,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
304,  10.00,   0.00,    1.8,   14.1,   14.1,   13.3,   12.1,   10.7,   10.0,    9.7,   0.43,   0.43,   0.52,   0.64,   0.75,   0.75,   0.51,   14.5,   12.5,    8.5,    5.2,    8.9,   16.3,  303.0,  261.7,  178.0,  108.8,  186.1,  341.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  106.5,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
305,  15.75,   0.00,    2.0,   16.4,   16.4,   14.7,   12.7,   10.9,   10.2,    9.8,   0.37,   0.37,   0.44,   0.55,   0.67,   0.71,   0.65,   17.1,   15.5,   12.0,    8.2,    7.3,   12.3,  356.9,  324.5,  251.2,  171.3,  153.4,  257.1,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  100.1,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
306,  15.25,   1.00,    1.6,   17.0,   17.0,   15.4,   13.3,   11.3,   10.4,   10.0,   0.35,   0.35,   0.40,   0.49,   0.59,   0.65,   0.67,   16.3,   16.9,   14.6,   10.9,    9.2,    9.7,  341.3,  352.6,  304.7,  227.3,  191.4,  203.4,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   92.9,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
307,  14.00,   4.00,    1.1,   16.4,   16.4,   15.3,   13.6,   11.6,   10.7,   10.2,   0.38,   0.38,   0.42,   0.47,   0.54,   0.60,   0.63,    8.6,   15.6,   15.9,   13.0,   11.1,   10.1,  179.8,  325.0,  332.0,  271.2,  232.1,  211.6,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   88.7,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
308,  10.75,   1.00,    1.2,   14.7,   14.7,   14.2,   13.3,   11.8,   10.9,   10.4,   0.34,   0.34,   0.38,   0.44,   0.51,   0.55,   0.58,   16.1,   17.1,   16.3,   14.3,   12.7,   11.5,  335.9,  357.2,  340.3,  298.3,  264.9,  240.4,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   82.1,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
309,   6.25,  10.00,    0.7,   11.3,   11.3,   11.3,   11.3,   11.2,   10.9,   10.5,   0.50,   0.50,   0.54,   0.46,   0.48,   0.52,   0.54,    0.0,   13.8,   16.8,   15.3,   13.8,   12.8,    0.0,  289.2,  350.6,  318.8,  289.5,  267.6,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   85.8,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
310,   9.25,   0.00,    1.0,   11.1,   11.1,   11.1,   11.1,   11.0,   10.8,   10.6,   0.38,   0.38,   0.42,   0.46,   0.48,   0.50,   0.51,   15.3,   14.4,   15.7,   15.7,   14.8,   13.9,  318.8,  301.5,  327.2,  327.9,  309.1,  291.5,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   79.9,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
311,   9.50,   0.00,    1.0,   11.2,   11.2,   11.1,   11.1,   10.9,   10.8,   10.6,   0.33,   0.33,   0.37,   0.41,   0.46,   0.48,   0.50,   18.6,   17.8,   16.6,   15.7,   15.2,   14.7,  389.1,  372.3,  346.4,  328.6,  317.6,  307.6,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   74.4,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
312,   4.75,   0.00,    1.1,    9.3,    9.3,    9.3,    9.3,    9.3,    9.3,    9.3,   0.30,   0.30,   0.33,   0.37,   0.43,   0.46,   0.48,   20.1,   19.4,   18.1,   16.5,   15.7,   15.2,  420.1,  406.5,  377.4,  344.8,  328.5,  318.6,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   69.1,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
313,  -1.50,   0.00,    0.9,    5.7,    5.7,    7.1,    8.4,    9.2,    9.3,    9.3,   0.28,   0.28,   0.31,   0.34,   0.40,   0.43,   0.45,   21.0,   20.5,   19.2,   17.5,   16.5,   15.9,  438.1,  427.6,  401.8,  366.1,  345.3,  332.1,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   64.4,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
314,   0.25,   0.00,    1.1,    4.9,    4.9,    6.1,    7.6,    8.9,    9.2,    9.3,   0.27,   0.27,   0.29,   0.32,   0.37,   0.40,   0.42,   21.4,   21.1,   20.1,   18.5,   17.4,   16.7,  448.2,  440.2,  419.3,  386.0,  363.9,  348.9,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   60.1,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
315,   1.75,   3.00,    1.0,    5.1,    5.1,    6.0,    7.2,    8.5,    9.0,    9.2,   0.32,   0.32,   0.33,   0.32,   0.35,   0.38,   0.39,   13.6,   19.3,   20.5,   19.3,   18.3,   17.5,  284.5,  404.1,  427.6,  403.0,  381.9,  366.8,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   59.4,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
316,   7.25,   3.00,    0.8,    7.0,    7.0,    7.3,    7.7,    8.4,    8.8,    9.1,   0.34,   0.34,   0.35,   0.33,   0.34,   0.36,   0.37,   12.3,   18.1,   20.1,   19.7,   19.0,   18.4,  257.1,  377.6,  419.5,  412.3,  396.9,  383.8,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   59.3,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
317,   9.25,   4.00,    1.0,    9.3,    9.3,    9.3,    9.3,    9.3,    9.3,    9.3,   0.37,   0.37,   0.39,   0.35,   0.34,   0.35,   0.36,    8.9,   16.6,   19.5,   19.8,   19.4,   19.0,  186.6,  346.9,  408.1,  414.0,  405.5,  396.8,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   60.4,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
318,   3.25,   0.00,    0.8,    7.4,    7.4,    8.1,    8.8,    9.2,    9.3,    9.3,   0.31,   0.31,   0.33,   0.35,   0.34,   0.35,   0.35,   19.1,   18.7,   19.2,   19.8,   19.6,   19.4,  399.4,  390.2,  401.1,  412.9,  409.4,  404.8,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   57.9,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
319,   1.50,   0.00,    0.8,    5.6,    5.6,    6.8,    8.1,    9.0,    9.2,    9.3,   0.28,   0.28,   0.30,   0.32,   0.34,   0.34,   0.35,   20.7,   20.3,   19.8,   19.7,   19.6,   19.6,  433.1,  425.0,  413.3,  411.5,  410.5,  408.6,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   55.5,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
320,   2.00,   0.00,    1.0,    5.4,    5.4,    6.3,    7.5,    8.7,    9.1,    9.2,   0.27,   0.27,   0.28,   0.30,   0.32,   0.33,   0.34,   21.5,   21.2,   20.6,   20.0,   19.8,   19.6,  448.9,  442.8,  430.3,  417.7,  412.9,  410.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   53.0,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
321,   3.00,   0.00,    0.9,    5.4,    5.4,    6.2,    7.2,    8.4,    8.9,    9.2,   0.25,   0.25,   0.27,   0.28,   0.31,   0.32,   0.33,   22.0,   21.8,   21.2,   20.5,   20.1,   19.8,  460.2,  455.5,  443.8,  428.0,  419.6,  414.8,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   50.7,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
322,   4.25,   0.00,    1.1,    6.2,    6.2,    6.7,    7.3,    8.2,    8.8,    9.0,   0.21,   0.21,   0.26,   0.27,   0.29,   0.31,   0.32,   22.4,   22.1,   21.7,   21.0,   20.5,   20.2,  467.4,  462.6,  453.2,  437.9,  428.1,  421.6,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   48.6,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
323,   8.00,   0.00,    1.3,    8.6,    8.6,    8.6,    8.6,    8.7,    8.8,    8.9,   0.16,   0.16,   0.26,   0.27,   0.28,   0.30,   0.30,   23.7,   22.6,   21.9,   21.3,   20.9,   20.6,  496.4,  471.4,  458.8,  446.0,  436.5,  429.6,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   46.6,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
324,  11.00,   9.00,    1.1,   10.9,   10.9,   10.3,    9.7,    9.3,    9.3,    9.3,   0.42,   0.42,   0.43,   0.28,   0.28,   0.29,   0.29,    0.0,   16.6,   21.3,   21.5,   21.2,   20.9,    0.0,  346.8,  444.9,  450.2,  443.3,  437.3,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   53.9,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
325,   7.25,   9.00,    0.7,    9.9,    9.9,    9.8,    9.7,    9.4,    9.3,    9.3,   0.50,   0.50,   0.55,   0.38,   0.28,   0.28,   0.29,    0.0,   12.5,   19.8,   21.5,   21.4,   21.2,    0.0,  260.6,  413.3,  449.9,  447.7,  443.6,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   61.6,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
326,   6.00,   0.00,    1.1,    9.4,    9.4,    9.3,    9.3,    9.3,    9.3,    9.3,   0.38,   0.38,   0.43,   0.45,   0.31,   0.28,   0.28,   15.1,   14.2,   16.7,   21.0,   21.4,   21.4,  315.4,  296.9,  349.0,  439.4,  447.7,  447.1,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   60.0,  57.01,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
327,   4.75,   0.00,    1.1,    8.7,    8.7,    8.9,    9.1,    9.3,    9.3,    9.3,   0.33,   0.33,   0.36,   0.39,   0.36,   0.30,   0.29,   18.6,   17.8,   16.7,   19.7,   21.2,   21.4,  388.5,  371.5,  350.0,  412.3,  442.2,  447.3,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   58.5,  56.98,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
328,   4.25,   0.00,    1.2,    8.2,    8.2,    8.5,    8.9,    9.2,    9.3,    9.3,   0.29,   0.29,   0.32,   0.35,   0.37,   0.33,   0.29,   20.2,   19.6,   18.5,   18.6,   20.4,   21.2,  422.7,  410.0,  387.1,  387.8,  426.1,  443.9,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   56.9,  56.97,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
329,   4.25,   4.00,    0.8,    7.6,    7.6,    8.1,    8.6,    9.1,    9.2,    9.3,   0.35,   0.35,   0.37,   0.35,   0.36,   0.36,   0.32,   10.1,   17.7,   19.4,   18.9,   19.5,   20.8,  211.9,  370.1,  405.1,  394.6,  407.2,  433.8,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   59.4,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
330,   1.75,   0.00,    0.9,    6.2,    6.2,    7.1,    8.1,    8.9,    9.2,    9.2,   0.30,   0.30,   0.32,   0.34,   0.35,   0.35,   0.34,   19.5,   19.2,   19.4,   19.3,   19.3,   20.1,  408.5,  401.2,  405.6,  404.1,  402.6,  419.5,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   57.4,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
331,   4.25,   0.00,    1.0,    6.6,    6.6,    7.1,    7.9,    8.7,    9.1,    9.2,   0.27,   0.27,   0.29,   0.31,   0.34,   0.35,   0.35,   21.1,   20.7,   20.1,   19.6,   19.4,   19.6,  440.4,  432.7,  419.4,  408.8,  405.7,  409.9,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   55.0,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
332,   8.50,   9.00,    1.1,    9.0,    9.0,    9.0,    9.1,    9.1,    9.1,    9.2,   0.44,   0.44,   0.47,   0.33,   0.33,   0.34,   0.34,    0.0,   15.8,   20.1,   20.0,   19.7,   19.6,    0.0,  329.3,  420.2,  418.1,  411.7,  408.9,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   61.4,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
333,  10.00,   7.00,    1.2,   11.1,   11.1,   10.4,    9.7,    9.3,    9.3,    9.3,   0.47,   0.47,   0.51,   0.41,   0.33,   0.33,   0.33,    0.0,   11.8,   18.4,   20.1,   20.0,   19.8,    0.0,  246.4,  384.8,  420.3,  417.8,  413.9,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   65.9,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
334,   4.75,   0.00,    0.7,    8.8,    8.8,    9.0,    9.2,    9.3,    9.3,    9.3,   0.37,   0.37,   0.41,   0.44,   0.35,   0.33,   0.33,   16.0,   15.2,   16.4,   19.7,   20.0,   20.0,  335.3,  316.9,  343.1,  411.8,  418.2,  417.4,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   63.8,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
335,   5.00,   0.00,    0.9,    8.1,    8.1,    8.5,    8.9,    9.2,    9.3,    9.3,   0.32,   0.32,   0.35,   0.39,   0.39,   0.34,   0.33,   18.8,   18.1,   17.1,   18.7,   19.8,   20.0,  393.8,  378.5,  357.3,  391.9,  414.0,  417.8,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   61.5,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
336,  -1.50,   0.00,    0.8,    4.8,    4.8,    6.4,    8.0,    9.0,    9.2,    9.3,   0.30,   0.30,   0.32,   0.35,   0.38,   0.37,   0.34,   20.3,   19.7,   18.7,   18.2,   19.3,   19.9,  423.7,  412.0,  390.0,  380.1,  402.8,  415.4,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   59.4,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
337,  -5.75,   0.00,    0.6,    1.0,    1.0,    3.5,    6.4,    8.6,    9.1,    9.2,   0.28,   0.28,   0.30,   0.33,   0.35,   0.36,   0.35,   21.0,   20.6,   19.7,   18.8,   18.8,   19.6,  439.5,  431.0,  412.6,  393.8,  393.7,  408.6,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   57.3,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
338,  -4.75,   0.00,    0.6,   -0.4,   -0.4,    2.0,    5.0,    7.9,    8.8,    9.1,   0.00,   0.00,   0.30,   0.33,   0.35,   0.36,   0.35,    0.0,   15.8,   19.8,   19.5,   19.1,   19.2,    0.0,  329.7,  413.1,  407.2,  399.9,  402.2,-9.9900,  28.50,   0.00,   0.00,   0.00,   0.00,   0.00,   2.85,   0.00,   54.4,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
339,  -5.25,   1.00,    0.7,   -0.4,   -0.4,    1.6,    4.3,    7.2,    8.4,    8.9,   0.00,   0.00,   0.30,   0.33,   0.35,   0.36,   0.35,    0.0,   15.8,   19.8,   19.5,   19.1,   19.2,    0.0,  329.7,  413.1,  407.2,  399.9,  402.2,-9.9900,  28.50,   0.00,   0.00,   0.00,   0.00,   0.00,   2.85,   0.35,   54.4,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
340,  -4.50,  29.00,    0.3,    0.6,    0.6,    1.9,    4.0,    6.6,    8.0,    8.7,   0.28,   0.28,   0.29,   0.31,   0.34,   0.35,   0.35,   21.4,   21.1,   20.5,   19.6,   19.2,   19.2,  447.6,  441.8,  427.6,  408.6,  400.4,  402.1,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  29.02,   55.4,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
341,  -3.25,  18.00,    0.2,    0.9,    0.9,    2.1,    3.9,    6.3,    7.6,    8.3,   0.28,   0.28,   0.29,   0.30,   0.32,   0.34,   0.34,   21.5,   21.3,   20.9,   20.1,   19.6,   19.4,  448.6,  444.9,  435.8,  420.2,  410.5,  405.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  46.79,   53.6,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
342,  -3.00,   0.00,    0.4,    1.0,    1.0,    2.2,    3.9,    6.0,    7.3,    8.0,   0.28,   0.28,   0.28,   0.29,   0.31,   0.32,   0.33,   21.6,   21.5,   21.1,   20.5,   20.1,   19.7,  451.2,  448.4,  441.6,  428.7,  419.2,  412.6,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  46.42,   51.9,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
343,  -5.25,   0.00,    0.5,    1.0,    1.0,    2.1,    3.8,    5.8,    7.0,    7.7,   0.27,   0.27,   0.28,   0.28,   0.30,   0.31,   0.32,   21.7,   21.6,   21.3,   20.8,   20.4,   20.1,  453.5,  451.3,  446.1,  435.3,  426.7,  420.3,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  45.88,   50.5,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
344,  -1.25,   0.00,    0.5,    1.0,    1.0,    2.1,    3.6,    5.6,    6.7,    7.4,   0.27,   0.27,   0.27,   0.28,   0.29,   0.30,   0.31,   21.8,   21.7,   21.5,   21.1,   20.7,   20.5,  455.5,  453.7,  449.7,  440.7,  433.2,  427.5,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  45.36,   49.3,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
345,   5.50,  23.00,    0.5,    1.0,    1.0,    2.0,    3.5,    5.4,    6.4,    7.1,   0.63,   0.63,   0.71,   0.45,   0.29,   0.30,   0.30,    0.0,   16.1,   20.9,   21.3,   21.0,   20.8,    0.0,  336.0,  437.7,  444.4,  438.7,  433.9,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  43.35,   71.3,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
