Daily soil climate at site boone in year 1
,,,,Soil_temperature,,,,,,,Soil_moisture(wfps),,,,,,,Soil_oxygen(kg O2/layer),,,,,,Soil_Eh(mv),,,,,,WT(m), Ice(wfps),,,,,,Ice,Snowpack,SoilWater,DeepWater,Soil_pH,,,,,,SurfaceWaterT
114,   5.75,   1.00,    1.3,    0.4,    0.4,    0.8,    1.4,    2.2,    2.8,    3.4,   0.43,   0.43,   0.48,   0.52,   0.41,   0.39,   0.40,   11.8,   12.4,   14.5,   18.0,   18.2,   18.0,  246.3,  259.1,  303.2,  377.1,  379.8,  375.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  18.53,   74.7,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
115,   7.25,   0.00,    2.1,    0.4,    0.4,    0.8,    1.4,    2.2,    2.8,    3.4,   0.37,   0.37,   0.41,   0.46,   0.45,   0.40,   0.40,   17.1,   16.2,   14.9,   17.0,   18.0,   18.1,  357.8,  337.6,  310.7,  355.6,  375.9,  378.0,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  16.46,   72.1,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
116,   9.75,  16.00,    1.1,    0.6,    0.6,    0.9,    1.5,    2.2,    2.8,    3.4,   0.60,   0.60,   0.67,   0.53,   0.46,   0.43,   0.40,    0.0,   13.1,   16.1,   16.2,   17.5,   18.0,    0.0,  273.3,  335.9,  338.4,  365.2,  376.4,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   8.81,   85.4,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
117,  10.75,  13.00,    1.8,    1.6,    1.6,    1.7,    1.8,    2.3,    2.8,    3.4,   0.63,   0.63,   0.73,   0.73,   0.48,   0.45,   0.42,    0.0,    7.2,   12.0,   15.8,   16.8,   17.7,    0.0,  150.5,  251.8,  330.4,  350.1,  369.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   1.99,   95.7,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
118,  14.50,   0.00,    3.4,   17.6,   17.6,   14.1,   10.8,    9.4,    9.3,    9.3,   0.43,   0.43,   0.53,   0.63,   0.56,   0.47,   0.44,   11.4,    9.4,    7.9,   14.4,   16.1,   17.1,  238.5,  196.9,  165.3,  300.1,  336.2,  358.3,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   89.3,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
119,  18.75,   0.00,    3.5,   21.7,   21.7,   17.8,   13.3,   10.1,    9.4,    9.3,   0.33,   0.33,   0.40,   0.51,   0.60,   0.54,   0.46,   17.7,   15.9,   12.5,    9.2,   14.6,   16.5,  370.4,  333.2,  262.0,  192.4,  305.7,  344.0,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   84.4,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
120,  13.50,   0.00,    2.8,   17.0,   17.0,   15.7,   13.5,   10.9,    9.8,    9.4,   0.28,   0.28,   0.33,   0.43,   0.54,   0.57,   0.51,   20.6,   19.3,   16.0,   10.5,   12.6,   15.4,  430.3,  402.5,  334.2,  218.7,  264.3,  322.0,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   79.1,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
121,  12.75,   2.00,    2.2,   15.1,   15.1,   14.4,   13.1,   11.2,   10.1,    9.6,   0.28,   0.28,   0.32,   0.39,   0.49,   0.54,   0.54,   16.6,   19.5,   18.0,   12.5,   12.9,   14.1,  347.1,  407.3,  377.0,  261.5,  268.6,  294.6,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   75.6,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
122,  16.25,   2.00,    3.0,   18.9,   18.9,   16.7,   13.9,   11.5,   10.4,    9.9,   0.26,   0.26,   0.30,   0.37,   0.46,   0.51,   0.53,   16.6,   19.7,   18.9,   13.5,   14.0,   13.8,  347.4,  411.1,  394.1,  282.0,  292.9,  287.4,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   71.4,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
123,  13.00,   0.00,    2.6,   16.2,   16.2,   15.3,   13.9,   11.9,   10.7,   10.1,   0.21,   0.21,   0.27,   0.33,   0.42,   0.47,   0.50,   22.5,   21.7,   19.8,   14.9,   15.0,   14.4,  471.3,  454.6,  413.0,  310.6,  313.9,  301.8,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   65.6,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
124,  10.00,   0.00,    2.7,   14.1,   14.1,   13.7,   13.1,   11.9,   11.0,   10.4,   0.12,   0.12,   0.26,   0.31,   0.39,   0.44,   0.47,   24.1,   22.8,   20.9,   16.4,   16.1,   15.3,  504.2,  475.9,  436.1,  342.8,  335.7,  319.9,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   60.5,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
125,  11.25,   0.00,    2.8,   15.1,   15.1,   14.3,   13.2,   11.9,   11.1,   10.6,   0.07,   0.07,   0.25,   0.29,   0.36,   0.41,   0.43,   26.6,   23.5,   21.4,   17.1,   17.1,   16.3,  555.7,  490.9,  448.0,  358.4,  356.8,  340.8,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   56.5,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
126,  11.75,   1.00,    1.9,   13.9,   13.9,   13.5,   12.9,   12.0,   11.3,   10.8,   0.12,   0.12,   0.25,   0.29,   0.35,   0.39,   0.41,   24.8,   23.2,   21.7,   17.7,   17.9,   17.2,  518.9,  485.7,  454.4,  370.1,  373.8,  360.1,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   54.6,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
127,  15.50,   0.00,    2.6,   17.8,   17.8,   16.0,   13.9,   12.1,   11.4,   11.0,   0.08,   0.08,   0.24,   0.28,   0.34,   0.37,   0.39,   26.6,   23.7,   21.9,   17.6,   18.4,   18.0,  555.1,  494.6,  458.2,  368.4,  385.5,  376.1,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   52.4,  56.71,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
128,  13.50,   4.00,    1.8,   16.0,   16.0,   15.2,   14.0,   12.4,   11.6,   11.1,   0.26,   0.26,   0.27,   0.29,   0.33,   0.36,   0.37,   16.2,   21.2,   21.7,   18.4,   18.9,   18.5,  339.5,  442.9,  453.6,  383.9,  395.1,  387.6,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   53.9,  56.59,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
129,  11.50,   2.00,    1.9,   13.8,   13.8,   13.6,   13.2,   12.5,   11.8,   11.3,   0.25,   0.25,   0.27,   0.29,   0.33,   0.35,   0.36,   17.1,   20.8,   21.5,   18.5,   19.3,   19.0,  356.9,  434.9,  449.0,  387.5,  403.2,  397.5,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   53.3,  56.42,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
130,  13.25,   0.00,    3.0,   16.9,   16.9,   15.5,   13.9,   12.5,   11.9,   11.4,   0.14,   0.14,   0.25,   0.28,   0.32,   0.34,   0.35,   22.8,   22.4,   21.6,   18.3,   19.5,   19.4,  476.9,  467.6,  450.9,  382.7,  406.8,  404.5,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   50.7,  55.85,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
131,  12.50,   3.00,    2.0,   15.7,   15.7,   15.0,   14.0,   12.7,   12.0,   11.5,   0.24,   0.24,   0.26,   0.28,   0.32,   0.34,   0.34,   17.6,   21.4,   21.8,   18.5,   19.6,   19.5,  367.8,  447.2,  454.9,  387.3,  409.3,  408.5,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   51.6,  55.20,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
132,  10.25,   6.00,    1.3,   12.3,   12.3,   12.3,   12.3,   12.2,   11.9,   11.6,   0.36,   0.36,   0.37,   0.30,   0.31,   0.33,   0.34,    0.0,   16.7,   21.1,   19.2,   19.8,   19.7,    0.0,  348.9,  441.6,  402.1,  414.6,  412.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   55.6,  55.06,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
133,  11.25,   2.00,    1.6,   13.0,   13.0,   12.7,   12.4,   12.1,   11.9,   11.7,   0.30,   0.30,   0.33,   0.32,   0.33,   0.33,   0.33,   14.3,   17.9,   20.6,   18.8,   20.0,   19.9,  298.4,  374.0,  429.7,  393.2,  417.2,  416.6,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   55.7,  54.58,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
134,  12.75,   2.00,    1.9,   14.6,   14.6,   13.8,   12.9,   12.2,   11.9,   11.7,   0.28,   0.28,   0.30,   0.33,   0.35,   0.35,   0.33,   15.8,   19.2,   20.1,   18.0,   19.7,   20.0,  330.7,  402.1,  420.3,  376.7,  412.2,  417.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   55.8,  53.84,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
135,  11.75,   0.00,    2.3,   14.5,   14.5,   14.0,   13.2,   12.3,   11.9,   11.7,   0.21,   0.21,   0.26,   0.30,   0.35,   0.36,   0.34,   22.0,   21.5,   20.5,   17.7,   19.3,   19.9,  460.5,  449.6,  429.3,  370.8,  403.0,  414.9,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   53.4,  53.24,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
136,   9.75,   0.00,    1.5,   11.5,   11.5,   11.5,   11.5,   11.5,   11.5,   11.5,   0.16,   0.16,   0.26,   0.29,   0.33,   0.35,   0.35,   24.1,   22.8,   21.5,   18.3,   19.2,   19.6,  503.1,  476.7,  448.9,  382.6,  400.6,  409.9,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   51.8,  52.98,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
137,   8.25,   0.00,    1.7,   10.4,   10.4,   10.4,   10.4,   10.4,   10.4,   10.4,   0.11,   0.11,   0.25,   0.28,   0.32,   0.34,   0.35,   25.5,   23.2,   21.9,   19.0,   19.5,   19.5,  533.9,  485.9,  456.9,  397.5,  407.6,  407.4,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   49.8,  53.01,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
138,   9.75,   0.00,    3.0,   14.1,   14.1,   12.8,   11.4,   10.5,   10.4,   10.4,   0.07,   0.07,   0.25,   0.27,   0.31,   0.33,   0.34,   26.9,   23.7,   22.1,   19.2,   19.8,   19.7,  562.6,  496.0,  462.5,  400.4,  414.5,  411.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   47.8,  52.68,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
139,  15.50,   0.00,    3.7,   19.9,   19.9,   17.0,   13.5,   11.0,   10.5,   10.3,   0.04,   0.04,   0.25,   0.27,   0.31,   0.33,   0.33,   28.0,   24.5,   22.3,   18.6,   20.0,   19.9,  585.1,  511.7,  467.0,  388.7,  417.1,  416.5,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   46.8,  51.32,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
140,  18.25,   0.00,    4.0,   22.8,   22.8,   19.6,   15.6,   12.0,   10.8,   10.4,   0.03,   0.03,   0.24,   0.27,   0.31,   0.33,   0.33,   28.7,   25.1,   22.4,   18.3,   20.0,   20.0,  598.9,  523.9,  469.0,  383.4,  417.1,  419.0,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   46.3,  49.47,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
141,  17.25,   3.00,    2.3,   20.2,   20.2,   18.5,   15.9,   12.8,   11.3,   10.6,   0.20,   0.20,   0.23,   0.27,   0.31,   0.32,   0.33,   20.3,   23.2,   22.2,   18.7,   20.0,   20.1,  425.0,  485.8,  464.0,  390.5,  417.7,  420.0,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   48.2,  48.02,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
142,  12.75,   2.00,    1.4,   14.4,   14.4,   14.2,   13.7,   12.7,   11.7,   10.9,   0.24,   0.24,   0.25,   0.27,   0.30,   0.32,   0.32,   18.6,   22.6,   22.1,   19.5,   20.2,   20.2,  389.5,  473.4,  461.7,  407.5,  421.6,  421.3,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   48.7,  47.54,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
143,  10.00,   5.00,    0.9,   11.2,   11.2,   11.2,   11.2,   11.2,   11.1,   11.0,   0.34,   0.34,   0.34,   0.28,   0.30,   0.31,   0.32,    0.0,   17.2,   21.5,   20.2,   20.5,   20.3,    0.0,  359.0,  448.5,  422.6,  427.8,  424.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   52.2,  47.53,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
144,   8.50,   5.00,    0.7,    9.3,    9.3,    9.3,    9.3,    9.3,    9.3,    9.3,   0.39,   0.39,   0.41,   0.31,   0.30,   0.31,   0.31,    0.0,   14.7,   20.6,   20.4,   20.7,   20.6,    0.0,  308.2,  431.2,  426.5,  433.0,  429.8,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   55.9,  47.55,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
145,  10.25,   5.00,    1.1,   11.3,   11.3,   10.6,    9.8,    9.4,    9.3,    9.3,   0.40,   0.40,   0.43,   0.37,   0.32,   0.31,   0.31,    0.0,   13.4,   19.2,   19.6,   20.7,   20.7,    0.0,  279.8,  401.1,  410.1,  431.7,  432.8,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   59.5,  47.20,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
146,  10.50,  31.00,    1.1,   11.6,   11.6,   11.0,   10.2,    9.6,    9.4,    9.3,   0.66,   0.66,   0.78,   0.83,   0.37,   0.33,   0.31,    0.0,   12.9,   17.7,   18.9,   20.3,   20.7,    0.0,  269.0,  370.0,  395.1,  423.7,  432.1,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   89.1,  46.94,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
147,  11.50,  30.00,    1.4,   12.9,   12.9,   11.9,   10.7,    9.8,    9.5,    9.4,   0.65,   0.65,   0.78,   0.90,   0.94,   0.46,   0.33,    0.0,    4.8,    5.4,   14.8,   19.2,   20.4,    0.0,   99.4,  112.3,  308.6,  400.5,  426.1,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  117.4,  46.65,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
148,  14.25,  20.00,    1.8,   15.7,   15.7,   13.7,   11.5,   10.0,    9.6,    9.4,   0.63,   0.63,   0.76,   0.89,   0.94,   0.93,   0.48,    0.0,    5.0,    4.1,    2.1,   11.1,   18.6,    0.0,  104.5,   86.7,   44.7,  231.6,  389.6,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  134.8,  46.80,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
149,  16.25,   9.00,    2.3,   18.4,   18.4,   15.7,   12.6,   10.4,    9.7,    9.5,   0.62,   0.62,   0.73,   0.84,   0.90,   0.91,   0.73,    0.0,    5.3,    4.6,    2.3,    2.0,   11.3,    0.0,  111.0,   95.9,   49.0,   42.0,  236.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  138.1,  49.12,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
150,  17.75,   0.00,    3.1,   20.1,   20.1,   17.3,   13.8,   10.9,   10.0,    9.6,   0.50,   0.50,   0.59,   0.72,   0.83,   0.87,   0.85,   12.0,    9.9,    6.3,    4.0,    3.0,    5.8,  249.8,  206.3,  132.2,   83.0,   62.3,  122.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  128.1,  54.38,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
151,  17.00,   5.00,    2.4,   19.6,   19.6,   17.5,   14.6,   11.6,   10.3,    9.8,   0.50,   0.50,   0.58,   0.67,   0.76,   0.81,   0.83,    0.0,    9.6,    9.5,    6.1,    4.5,    4.3,    0.0,  201.4,  199.1,  127.6,   94.2,   89.5,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  121.6,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
152,  14.75,  28.00,    1.5,   16.4,   16.4,   15.6,   14.2,   12.0,   10.7,   10.0,   0.67,   0.67,   0.79,   0.89,   0.81,   0.79,   0.80,    0.0,    9.7,   10.6,    8.1,    6.3,    5.3,    0.0,  202.2,  222.5,  168.8,  132.0,  110.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  138.3,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
153,  14.75,   0.00,    2.6,   17.1,   17.1,   15.9,   14.2,   12.2,   11.0,   10.3,   0.51,   0.51,   0.61,   0.75,   0.83,   0.81,   0.79,   10.6,    8.3,    4.7,    4.0,    6.1,    6.1,  221.5,  173.0,   98.1,   83.8,  127.7,  128.1,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  126.9,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
154,  14.75,   0.00,    3.2,   18.2,   18.2,   16.6,   14.5,   12.4,   11.2,   10.5,   0.41,   0.41,   0.50,   0.63,   0.75,   0.79,   0.80,   15.2,   13.3,    9.3,    5.2,    5.5,    6.1,  317.4,  277.2,  193.9,  108.4,  115.7,  128.4,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  114.9,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
155,  15.75,   5.00,    2.0,   17.9,   17.9,   16.6,   14.8,   12.6,   11.5,   10.8,   0.45,   0.45,   0.51,   0.59,   0.68,   0.73,   0.77,    0.0,   11.7,   12.2,    8.5,    6.8,    6.2,    0.0,  244.8,  254.6,  177.5,  142.1,  130.1,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  109.2,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
156,  14.00,   7.00,    1.3,   15.3,   15.3,   14.9,   14.2,   12.8,   11.7,   11.0,   0.50,   0.50,   0.55,   0.59,   0.64,   0.69,   0.72,    0.0,   11.1,   12.8,   10.5,    8.6,    7.4,    0.0,  231.3,  266.8,  218.9,  180.8,  155.4,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  106.5,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
157,  17.75,   0.00,    3.0,   19.8,   19.8,   17.5,   14.9,   12.8,   11.9,   11.2,   0.40,   0.40,   0.46,   0.53,   0.60,   0.65,   0.67,   15.7,   14.6,   13.0,   11.7,   10.1,    8.9,  328.1,  305.3,  271.5,  243.9,  210.5,  186.0,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   97.0,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
158,  17.75,  18.00,    2.2,   19.8,   19.8,   18.1,   15.7,   13.2,   12.1,   11.4,   0.62,   0.62,   0.71,   0.62,   0.58,   0.61,   0.63,    0.0,   12.3,   14.4,   12.5,   11.1,   10.2,    0.0,  258.1,  300.5,  261.7,  233.0,  212.6,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  106.8,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
159,  16.00,   0.00,    1.9,   17.5,   17.5,   16.7,   15.5,   13.5,   12.4,   11.7,   0.47,   0.47,   0.54,   0.60,   0.59,   0.60,   0.61,   11.9,   10.3,   10.5,   12.5,   12.0,   11.3,  248.0,  214.3,  219.1,  261.2,  250.0,  235.3,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   99.2,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
160,  16.25,   0.00,    2.0,   17.7,   17.7,   16.8,   15.4,   13.7,   12.6,   11.9,   0.40,   0.40,   0.46,   0.52,   0.58,   0.59,   0.60,   16.2,   14.9,   12.8,   12.2,   12.1,   11.9,  338.3,  311.5,  266.7,  255.5,  253.1,  247.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   92.0,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
161,  18.75,   0.00,    3.1,   20.9,   20.9,   18.8,   16.2,   13.9,   12.8,   12.1,   0.36,   0.36,   0.40,   0.46,   0.53,   0.56,   0.58,   18.5,   17.4,   15.2,   13.5,   12.5,   12.2,  385.8,  363.9,  317.3,  282.0,  262.2,  254.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   84.6,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
162,  19.25,   3.00,    2.5,   21.7,   21.7,   19.7,   17.0,   14.3,   13.0,   12.3,   0.37,   0.37,   0.41,   0.44,   0.49,   0.53,   0.55,   11.5,   16.6,   16.6,   14.7,   13.5,   12.8,  241.4,  347.1,  347.8,  306.6,  282.5,  268.1,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   81.1,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
163,  19.50,   0.00,    2.3,   21.0,   21.0,   19.5,   17.3,   14.7,   13.3,   12.5,   0.33,   0.33,   0.36,   0.41,   0.46,   0.50,   0.52,   19.3,   18.6,   17.2,   15.6,   14.5,   13.8,  403.5,  388.8,  360.0,  326.9,  303.9,  287.4,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   75.2,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
164,  16.25,   5.00,    1.5,   17.7,   17.7,   17.3,   16.4,   14.9,   13.6,   12.8,   0.40,   0.40,   0.42,   0.41,   0.44,   0.47,   0.49,    0.0,   14.5,   17.7,   16.5,   15.4,   14.7,    0.0,  302.8,  369.7,  345.5,  322.9,  306.8,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   75.0,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
165,  16.50,   5.00,    2.1,   18.5,   18.5,   17.6,   16.4,   14.9,   13.8,   13.0,   0.43,   0.43,   0.45,   0.42,   0.43,   0.45,   0.46,    0.0,   13.2,   17.2,   17.1,   16.3,   15.6,    0.0,  275.7,  358.6,  356.5,  339.9,  325.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   75.3,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
166,  18.25,   0.00,    3.3,   21.1,   21.1,   19.3,   17.1,   15.0,   14.0,   13.2,   0.34,   0.34,   0.38,   0.41,   0.43,   0.44,   0.44,   17.8,   17.2,   17.1,   17.6,   16.8,   16.3,  372.6,  359.0,  358.4,  367.2,  351.4,  340.3,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   70.3,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
167,  15.50,   0.00,    2.8,   18.3,   18.3,   17.7,   16.7,   15.2,   14.1,   13.4,   0.30,   0.30,   0.32,   0.37,   0.41,   0.43,   0.43,   20.1,   19.5,   18.2,   16.9,   17.0,   16.8,  420.6,  406.6,  381.1,  352.6,  354.7,  350.5,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   65.8,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
168,  15.00,   0.00,    3.1,   18.4,   18.4,   17.7,   16.6,   15.3,   14.3,   13.6,   0.26,   0.26,   0.28,   0.33,   0.38,   0.41,   0.42,   21.6,   20.9,   19.5,   17.4,   17.3,   17.0,  450.5,  437.4,  407.8,  362.7,  360.9,  356.1,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   61.2,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
169,  15.75,   6.00,    2.1,   18.0,   18.0,   17.5,   16.6,   15.3,   14.4,   13.7,   0.39,   0.39,   0.40,   0.34,   0.36,   0.39,   0.40,    0.0,   16.1,   19.9,   18.7,   17.9,   17.5,    0.0,  337.5,  415.7,  390.0,  374.7,  364.9,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   63.7,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
170,  18.50,   0.00,    2.4,   19.9,   19.9,   18.6,   17.0,   15.4,   14.5,   13.8,   0.32,   0.32,   0.34,   0.35,   0.36,   0.37,   0.38,   18.9,   18.5,   19.6,   19.3,   18.7,   18.1,  394.5,  387.1,  409.1,  404.0,  389.9,  378.5,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   60.6,  56.86,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
171,  19.00,   0.00,    2.8,   20.9,   20.9,   19.5,   17.6,   15.6,   14.7,   14.0,   0.29,   0.29,   0.31,   0.33,   0.35,   0.36,   0.37,   20.9,   20.5,   19.8,   19.4,   19.0,   18.7,  437.3,  427.6,  413.2,  404.6,  397.1,  389.9,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   57.8,  55.99,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
