Daily soil climate at site FarmTest1 in year 1
,,,,Soil_temperature,,,,,,,Soil_moisture(wfps),,,,,,,Soil_oxygen(kg O2/layer),,,,,,Soil_Eh(mv),,,,,,WT(m), Ice(wfps),,,,,,Ice,Snowpack,SoilWater,DeepWater,Soil_pH,,,,,,SurfaceWaterT
Day,Temp.(C),Prec.(mm),PET,1,5,10,20,30,40,50,1,5,10,20,30,40,50,1,10,20,30,40,50,1,10,20,30,40,50,,1,10,20,30,40,50,(mm),(mm),(mm),(mm),1,10,20,30,40,50, degreeC

227,  19.17,   0.00,    3.9,   21.4,   21.0,   20.3,   18.5,   17.3,   11.1,   19.7,   0.92,   0.93,   0.94,   0.96,   0.91,   0.96,   0.98,    0.1,    0.1,    0.0,    0.2,    0.0,    0.0,   39.1,   27.9,   11.6,   63.4,    8.1,    6.4,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.3,  13.00,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
228,  19.44,   0.00,    3.9,   21.7,   21.3,   20.6,   18.8,   17.4,   10.9,   20.1,   0.91,   0.92,   0.93,   0.94,   0.90,   0.94,   0.95,    0.1,    0.1,    0.1,    0.3,    0.1,    0.0,   48.7,   40.7,   26.0,   97.5,   31.5,   17.4,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   10.9,  10.87,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
229,  19.17,   1.50,    3.3,   21.7,   21.3,   20.6,   18.9,   17.5,   10.7,   20.2,   0.94,   0.95,   0.96,   0.98,   0.90,   0.92,   0.93,    0.0,    0.0,    0.0,    0.2,    0.1,    0.1,    6.2,    6.2,    6.2,   88.2,   46.0,   34.6,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.1,   8.75,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
230,  21.94,   0.00,    4.1,   22.9,   22.3,   21.4,   19.4,   18.0,   10.8,   21.3,   0.92,   0.93,   0.94,   0.96,   0.90,   0.91,   0.92,    0.1,    0.1,    0.0,    0.3,    0.1,    0.1,   39.7,   28.6,   12.8,  105.3,   53.3,   46.0,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   10.8,   6.33,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
231,  23.06,   2.30,    3.4,   24.3,   23.6,   22.6,   20.2,   18.8,   10.8,   22.7,   0.94,   0.95,   0.96,   0.99,   0.99,   0.99,   0.99,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    6.2,    6.2,    6.2,    6.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   12.0,   3.99,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
232,  15.00,  10.70,    1.2,   20.8,   20.6,   20.3,   19.1,   17.8,   12.0,   19.1,   0.94,   0.95,   0.97,   0.99,   0.99,   0.99,   0.99,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    5.4,    6.1,    6.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   12.0,  10.22,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
233,  15.28,   0.00,    3.4,   19.6,   19.5,   19.1,   18.1,   17.0,   11.9,   18.1,   0.92,   0.93,   0.94,   0.96,   0.91,   0.96,   0.98,    0.1,    0.1,    0.0,    0.2,    0.0,    0.0,   38.5,   27.1,   11.2,   62.4,    8.1,    6.4,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.3,   8.59,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
234,  17.78,   0.00,    3.8,   20.5,   20.2,   19.5,   17.9,   16.7,   10.7,   19.0,   0.91,   0.92,   0.93,   0.94,   0.91,   0.94,   0.95,    0.1,    0.1,    0.1,    0.3,    0.1,    0.0,   48.4,   40.3,   25.5,   95.8,   31.6,   17.4,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   10.9,   6.68,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
235,  21.67,   0.00,    4.3,   23.0,   22.3,   21.2,   19.0,   17.7,   10.8,   21.4,   0.91,   0.91,   0.92,   0.93,   0.90,   0.92,   0.93,    0.1,    0.1,    0.1,    0.3,    0.1,    0.1,   53.5,   48.1,   37.5,   95.6,   46.0,   34.6,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   10.7,   4.33,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
236,  21.94,   0.00,    4.0,   23.7,   23.1,   22.1,   19.9,   18.5,   10.8,   22.0,   0.91,   0.91,   0.91,   0.92,   0.90,   0.91,   0.92,    0.2,    0.1,    0.1,    0.3,    0.1,    0.1,   56.7,   53.1,   45.9,   97.2,   53.3,   46.1,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   10.6,   2.18,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
237,  23.33,   0.00,    4.3,   25.1,   24.5,   23.3,   20.9,   19.3,   10.9,   23.4,   0.90,   0.91,   0.91,   0.91,   0.90,   0.91,   0.91,    0.2,    0.1,    0.1,    0.3,    0.2,    0.1,   58.7,   56.3,   51.6,   98.6,   58.0,   53.1,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   10.6,   1.10,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
238,  16.66,   0.00,    3.4,   22.3,   22.1,   21.5,   20.0,   18.4,   10.7,   20.8,   0.90,   0.90,   0.91,   0.91,   0.90,   0.90,   0.91,    0.2,    0.2,    0.1,    0.3,    0.2,    0.2,   60.0,   58.5,   55.3,   99.7,   60.4,   57.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   10.5,   0.55,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
239,  15.56,   0.00,    3.4,   20.6,   20.4,   20.0,   18.6,   17.3,   10.5,   19.3,   0.90,   0.90,   0.90,   0.91,   0.90,   0.90,   0.90,    0.2,    0.2,    0.2,    0.3,    0.2,    0.2,   60.9,   59.9,   57.8,  100.3,   61.8,   59.5,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   10.5,   0.28,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
240,  16.67,   0.00,    3.6,   20.6,   20.3,   19.8,   18.2,   16.9,   10.5,   19.4,   0.90,   0.90,   0.90,   0.90,   0.90,   0.90,   0.90,    0.2,    0.2,    0.2,    0.3,    0.2,    0.2,   61.5,   60.8,   59.4,  101.4,   62.4,   60.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   10.5,   0.14,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
241,  18.33,   0.00,    3.6,   20.8,   20.4,   19.8,   18.2,   16.9,   10.4,   19.6,   0.90,   0.90,   0.90,   0.90,   0.90,   0.90,   0.90,    0.2,    0.2,    0.2,    0.3,    0.2,    0.2,   61.9,   61.4,   60.5,  103.5,   63.0,   61.5,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   10.5,   0.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
242,  18.34,   6.40,    1.7,   20.2,   19.9,   19.4,   17.9,   16.7,   10.4,   19.0,   0.94,   0.95,   0.96,   0.99,   0.99,   0.99,   0.99,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    5.4,    6.1,    6.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   12.0,   3.50,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
243,  20.27,   3.00,    2.8,   21.6,   21.1,   20.2,   18.4,   17.1,   11.1,   19.8,   0.94,   0.95,   0.96,   0.99,   0.99,   0.99,   0.99,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    6.2,    6.2,    6.2,    6.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   12.0,   3.19,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
244,  19.44,   0.00,    3.7,   21.9,   21.5,   20.7,   18.8,   17.5,   11.2,   20.1,   0.92,   0.93,   0.94,   0.96,   0.91,   0.96,   0.98,    0.1,    0.1,    0.0,    0.2,    0.0,    0.0,   39.7,   28.6,   12.0,   62.8,    8.1,    6.4,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.3,   1.70,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
245,  18.89,   0.00,    3.7,   22.3,   21.8,   21.0,   19.1,   17.8,   10.9,   20.5,   0.91,   0.92,   0.93,   0.94,   0.91,   0.94,   0.95,    0.1,    0.1,    0.1,    0.3,    0.1,    0.0,   48.9,   41.1,   26.5,   95.7,   31.7,   17.5,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   10.9,   0.93,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
246,  19.73,   0.00,    3.8,   22.9,   22.4,   21.6,   19.5,   18.1,   10.9,   21.2,   0.91,   0.91,   0.92,   0.93,   0.91,   0.92,   0.93,    0.1,    0.1,    0.1,    0.2,    0.1,    0.1,   53.9,   48.6,   38.3,   94.2,   45.9,   34.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   10.7,   0.52,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
247,  20.83,   0.00,    3.9,   23.6,   23.1,   22.2,   20.0,   18.6,   10.9,   22.0,   0.91,   0.91,   0.91,   0.92,   0.90,   0.91,   0.92,    0.2,    0.1,    0.1,    0.3,    0.1,    0.1,   56.9,   53.4,   46.5,   95.2,   52.6,   45.8,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   10.7,   0.29,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
248,  23.06,   0.00,    3.9,   24.5,   24.0,   23.0,   20.7,   19.1,   10.9,   22.9,   0.90,   0.91,   0.91,   0.91,   0.90,   0.91,   0.91,    0.2,    0.2,    0.1,    0.3,    0.2,    0.1,   58.8,   56.6,   51.9,   96.6,   56.7,   52.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   10.6,   0.17,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
249,  25.83,   0.00,    4.3,   26.7,   26.0,   24.6,   21.9,   20.2,   11.1,   24.9,   0.90,   0.90,   0.90,   0.91,   0.90,   0.90,   0.91,    0.2,    0.2,    0.1,    0.3,    0.2,    0.1,   60.1,   58.6,   55.6,   97.8,   59.5,   56.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   10.6,   0.10,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
250,  19.72,   1.30,    3.0,   24.2,   23.8,   23.2,   21.3,   19.5,   10.9,   22.5,   0.94,   0.95,   0.96,   0.99,   0.99,   0.98,   0.93,    0.0,    0.0,    0.0,    0.0,    0.1,    0.1,    6.2,    6.2,    6.2,    6.2,   33.5,   55.3,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.8,   0.11,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
251,  18.61,   0.00,    3.3,   22.4,   22.2,   21.7,   20.1,   18.5,   11.2,   20.8,   0.92,   0.93,   0.94,   0.96,   0.97,   0.98,   0.96,    0.1,    0.1,    0.0,    0.0,    0.0,    0.1,   39.7,   28.6,   12.0,   15.5,    9.9,   35.4,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.7,   0.10,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
252,  18.89,   0.00,    3.4,   22.1,   21.8,   21.2,   19.5,   18.1,   11.2,   20.4,   0.91,   0.92,   0.93,   0.94,   0.95,   0.96,   0.97,    0.1,    0.1,    0.1,    0.1,    0.0,    0.0,   48.9,   41.1,   26.3,   29.5,   16.0,   18.4,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.5,   0.14,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
253,  16.94,   9.10,    1.3,   20.5,   20.3,   19.9,   18.5,   17.2,   10.8,   19.0,   0.94,   0.95,   0.96,   0.99,   0.99,   0.99,   0.99,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    5.4,    6.1,    6.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   12.0,   6.03,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
254,  13.89,   0.30,    2.7,   18.5,   18.3,   18.1,   17.2,   16.2,   11.6,   17.1,   0.94,   0.95,   0.96,   0.99,   0.99,   0.99,   0.99,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    6.2,    6.2,    6.2,    6.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   12.0,   4.86,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
255,  13.89,   0.00,    3.1,   18.2,   18.0,   17.7,   16.7,   15.7,   11.0,   16.9,   0.92,   0.93,   0.94,   0.97,   0.98,   0.99,   0.99,    0.1,    0.1,    0.0,    0.0,    0.0,    0.0,   39.7,   28.6,   11.6,    6.6,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.8,   3.60,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
256,  19.17,  15.50,    0.9,   18.9,   18.6,   18.0,   16.7,   15.6,   10.7,   17.5,   0.94,   0.95,   0.97,   0.99,   0.99,   0.99,   0.99,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    5.4,    6.1,    6.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   12.0,  13.36,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
257,  22.78,   0.30,    3.4,   21.4,   20.8,   19.7,   17.7,   16.6,   10.9,   19.7,   0.94,   0.95,   0.96,   0.98,   0.92,   0.96,   0.98,    0.0,    0.0,    0.0,    0.1,    0.0,    0.0,    6.2,    6.2,    6.2,   42.4,    7.4,    6.3,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.6,  10.89,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
258,  25.83,  10.40,    1.7,   24.7,   23.8,   22.4,   19.7,   18.4,   11.1,   22.8,   0.94,   0.95,   0.97,   0.99,   0.99,   0.99,   0.99,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    5.4,    6.1,    6.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   12.0,  15.10,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
259,  20.83,   0.00,    3.6,   24.7,   24.1,   23.1,   20.8,   19.2,   11.6,   22.5,   0.92,   0.93,   0.94,   0.96,   0.92,   0.97,   0.98,    0.1,    0.1,    0.0,    0.1,    0.0,    0.0,   38.5,   27.1,   11.2,   34.7,    7.2,    6.3,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.6,  12.82,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
260,  13.34,   0.00,    2.7,   20.5,   20.3,   20.0,   18.8,   17.4,   10.9,   18.9,   0.91,   0.92,   0.93,   0.96,   0.97,   0.99,   0.99,    0.1,    0.1,    0.1,    0.0,    0.0,    0.0,   48.4,   40.3,   23.3,    7.6,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.7,  11.43,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
261,  14.73,   0.00,    3.0,   19.6,   19.4,   19.0,   17.8,   16.6,   10.9,   18.0,   0.91,   0.91,   0.92,   0.95,   0.97,   0.99,   0.99,    0.1,    0.1,    0.1,    0.0,    0.0,    0.0,   53.5,   47.7,   29.4,    8.1,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.7,  10.03,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
262,  12.78,   0.00,    2.6,   17.7,   17.6,   17.3,   16.5,   15.6,   11.1,   16.5,   0.91,   0.91,   0.92,   0.94,   0.97,   0.99,   0.99,    0.1,    0.1,    0.1,    0.0,    0.0,    0.0,   56.3,   51.9,   34.1,    8.5,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.6,   8.92,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
263,  11.39,   0.00,    2.7,   16.7,   16.6,   16.4,   15.6,   14.8,   10.8,   15.6,   0.91,   0.91,   0.91,   0.94,   0.97,   0.98,   0.99,    0.2,    0.1,    0.1,    0.0,    0.0,    0.0,   57.9,   54.4,   37.1,    8.8,    6.3,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.6,   8.02,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
264,  16.39,   0.00,    3.0,   18.3,   17.9,   17.2,   15.8,   15.0,   10.5,   17.0,   0.91,   0.91,   0.91,   0.94,   0.96,   0.98,   0.99,    0.2,    0.1,    0.1,    0.0,    0.0,    0.0,   58.9,   55.9,   38.9,    9.0,    6.3,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.6,   6.41,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
265,  13.89,   0.00,    2.5,   16.9,   16.8,   16.4,   15.5,   14.6,   10.4,   15.8,   0.90,   0.91,   0.91,   0.94,   0.96,   0.98,   0.99,    0.2,    0.2,    0.1,    0.0,    0.0,    0.0,   59.5,   56.8,   40.0,    9.1,    6.3,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.6,   5.19,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
266,  12.50,   0.00,    2.6,   16.4,   16.3,   16.0,   15.1,   14.2,   10.3,   15.4,   0.90,   0.91,   0.91,   0.93,   0.96,   0.98,   0.99,    0.2,    0.2,    0.1,    0.0,    0.0,    0.0,   59.8,   57.4,   40.7,    9.1,    6.3,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.6,   4.20,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
267,  13.06,   0.00,    2.7,   16.7,   16.5,   16.0,   15.0,   14.2,   10.3,   15.6,   0.90,   0.91,   0.91,   0.93,   0.96,   0.98,   0.99,    0.2,    0.2,    0.1,    0.0,    0.0,    0.0,   60.0,   57.7,   41.1,    9.2,    6.3,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.6,   3.14,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
268,  15.83,   0.00,    3.0,   18.3,   17.9,   17.1,   15.6,   14.8,   10.4,   17.0,   0.90,   0.91,   0.91,   0.93,   0.96,   0.98,   0.99,    0.2,    0.2,    0.1,    0.0,    0.0,    0.0,   60.2,   57.9,   41.4,    9.2,    6.3,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.6,   1.83,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
269,  17.23,   0.00,    2.9,   19.3,   18.9,   18.1,   16.5,   15.5,   10.6,   17.9,   0.90,   0.90,   0.91,   0.93,   0.95,   0.97,   0.98,    0.2,    0.2,    0.1,    0.1,    0.0,    0.0,   60.3,   58.0,   41.5,   22.9,   12.2,    8.4,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.5,   1.02,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
270,  12.77,   1.80,    1.9,   16.9,   16.8,   16.5,   15.6,   14.7,   10.4,   15.8,   0.94,   0.95,   0.96,   0.99,   0.99,   0.99,   0.99,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    6.2,    6.2,    6.2,    6.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   12.0,   1.58,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
271,  16.94,  19.60,    0.7,   17.3,   17.1,   16.6,   15.5,   14.6,   10.5,   16.2,   0.94,   0.95,   0.97,   0.99,   0.99,   0.99,   0.99,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    5.4,    6.1,    6.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   12.0,  14.50,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
272,  17.50,   0.00,    2.7,   18.1,   17.8,   17.2,   15.8,   14.9,   10.5,   16.8,   0.92,   0.93,   0.94,   0.97,   0.98,   0.99,   0.99,    0.1,    0.1,    0.0,    0.0,    0.0,    0.0,   37.8,   26.4,   10.4,    6.5,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.9,  12.89,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
273,  11.39,   0.30,    2.1,   15.6,   15.5,   15.3,   14.8,   14.1,   11.1,   14.7,   0.94,   0.95,   0.96,   0.99,   0.99,   0.99,   0.99,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    6.2,    6.2,    6.2,    6.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   12.0,  12.15,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
274,  12.78,   4.30,    1.5,   15.4,   15.3,   15.0,   14.4,   13.7,   10.5,   14.5,   0.94,   0.95,   0.96,   0.99,   0.99,   0.99,   0.99,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    6.2,    6.2,    6.2,    6.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   12.0,  15.04,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
275,  12.22,   2.80,    1.7,   14.8,   14.7,   14.5,   13.9,   13.3,   10.5,   14.0,   0.94,   0.95,   0.96,   0.99,   0.99,   0.99,   0.99,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    6.2,    6.2,    6.2,    6.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   12.0,  15.10,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
276,  10.27,  10.90,    0.7,   13.0,   13.0,   12.9,   12.6,   12.3,   10.7,   12.5,   0.94,   0.95,   0.97,   0.99,   0.99,   0.99,   0.99,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    5.4,    6.1,    6.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   12.0,  15.10,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
277,   9.73,   2.00,    1.6,   12.1,   12.1,   12.1,   11.9,   11.6,   10.5,   11.8,   0.94,   0.95,   0.96,   0.99,   0.99,   0.99,   0.99,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    6.2,    6.2,    6.2,    6.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   12.0,  15.10,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
278,   9.73,   0.30,    1.9,   12.0,   11.9,   11.9,   11.6,   11.4,   10.2,   11.6,   0.94,   0.95,   0.96,   0.99,   0.99,   0.99,   0.99,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    6.2,    6.2,    6.2,    6.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   12.0,  15.10,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
279,  10.28,   0.00,    2.0,   12.3,   12.2,   12.0,   11.6,   11.3,    9.6,   11.8,   0.92,   0.93,   0.94,   0.97,   0.98,   0.99,   0.99,    0.1,    0.1,    0.0,    0.0,    0.0,    0.0,   39.7,   28.6,   11.8,    7.4,    6.3,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.8,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
280,   8.06,   1.50,    1.6,   11.5,   11.5,   11.4,   11.2,   10.9,    9.8,   11.2,   0.94,   0.95,   0.96,   0.99,   0.99,   0.99,   0.99,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    6.2,    6.2,    6.2,    6.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   12.0,  15.10,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
281,   7.78,   0.00,    2.0,   11.6,   11.5,   11.4,   11.1,   10.8,    9.5,   11.2,   0.92,   0.93,   0.94,   0.97,   0.98,   0.99,   0.99,    0.1,    0.1,    0.0,    0.0,    0.0,    0.0,   39.7,   28.6,   11.8,    7.4,    6.3,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.8,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
282,  10.28,   5.10,    1.5,   13.1,   12.8,   12.4,   11.5,   11.2,    9.6,   12.3,   0.94,   0.95,   0.96,   0.99,   0.99,   0.99,   0.99,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    5.4,    6.1,    6.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   12.0,  15.10,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
283,  16.39,   0.00,    2.5,   15.9,   15.3,   14.4,   12.8,   12.1,    9.8,   13.3,   0.92,   0.93,   0.94,   0.97,   0.98,   0.99,   0.99,    0.1,    0.1,    0.0,    0.0,    0.0,    0.0,   39.1,   27.9,   11.4,    7.2,    6.3,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.8,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
