Daily lagoon/slurry C and N dynamics at FarmTest1 in year 1
Unit: per lagoon

Day,T_air,T_1cm,T_20cm,T_40cm,T_60cm,T_80cm,CO2-flux,CH4-flux,MOC-pool,DOC-pool,Removed_C,NH3-flux,N2O-flux,NO-flux,N2-flux,MON-pool,Urea-pool,NH4-pool,NO3-pool,NH3-pool,NO2-pool,NO-pool,N2O-pool,N2-pool,Removed_N,Evaporation,Water-pool,Removed_water,Lagoon_P,Removed_P,Crust-C
170,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,21.2570, 0.0000,4204.66,1912.57,   0.00,28.4755,0.13927,0.00000,1.23662,  78.96,   0.00, 355.94,   6.94, 256.28,   0.00,   0.00,   0.00,   0.00,   0.00,14454.80,137183.98,   0.00,   0.00,   0.00,  60.70
171,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,23.3320, 0.0000,4475.11,2060.10,   0.00,29.4433,0.14591,0.00000,1.29654,  82.93,   0.00, 368.04,   7.62, 264.99,   0.00,   0.00,   0.00,   0.00,   0.00,15372.97,141297.79,   0.00,   0.00,   0.00,  67.44
172,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,25.3275, 0.0000,4736.28,2197.36,   0.00,30.4241,0.15977,0.00000,1.42128,  86.96,   0.00, 380.30,   8.20, 273.82,   0.00,   0.00,   0.00,   0.00,   0.00,17560.27,152634.36,   0.00,   0.00,   0.00,  74.59
173,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,27.1365, 0.0000,4980.32,2318.18,   0.00,31.3276,0.16480,0.00000,1.46723,  90.88,   0.00, 391.60,   8.69, 281.95,   0.00,   0.00,   0.00,   0.00,   0.00,19132.09,168382.88,   0.00,   0.00,   0.00,  82.10
174,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,28.7737, 0.0000,5208.44,2425.09,   0.00,32.1413,0.16572,0.00000,1.47635,  94.64,   0.00, 401.77,   9.13, 289.27,   0.00,   0.00,   0.00,   0.00,   0.00,20097.96,167771.32,   0.00,   0.00,   0.00,  89.95
175,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,30.3828, 0.0000,5432.96,2528.73,   0.00,32.9808,0.17120,0.00000,1.52574,  98.41,   0.00, 412.26,   9.54, 296.83,   0.00,   0.00,   0.00,   0.00,   0.00,20745.55,224542.89,   0.00,   0.00,   0.00,  98.15
176,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,32.2255, 0.0000,5676.85,2652.53,   0.00,33.7273,0.15665,0.00000,1.39547, 102.08,   0.00, 421.59,  10.08, 303.55,   0.00,   0.00,   0.00,   0.00,   0.00,17866.29,224167.41,   0.00,   0.00,   0.00, 106.71
177,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,33.8196, 0.0000,5900.26,2756.65,   0.00,34.4043,0.16265,0.00000,1.45024, 105.62,   0.00, 430.05,  10.53, 309.64,   0.00,   0.00,   0.00,   0.00,   0.00,19775.26,221848.60,   0.00,   0.00,   0.00, 115.61
178,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,35.1931, 0.0000,6105.14,2842.50,   0.00,35.1032,0.17502,0.00000,1.56152, 109.19,   0.00, 438.79,  10.87, 315.93,   0.00,   0.00,   0.00,   0.00,   0.00,22025.88,258922.75,   0.00,   0.00,   0.00, 124.82
179,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,36.4642, 0.0000,6302.60,2919.87,   0.00,35.8131,0.18558,0.00000,1.65632, 112.81,   0.00, 447.66,  11.15, 322.32,   0.00,   0.00,   0.00,   0.00,   0.00,23340.37,253304.08,   0.00,   0.00,   0.00, 134.33
180,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,37.6460, 0.0000,6493.00,2992.07,   0.00,36.4429,0.18194,0.00000,1.62424, 116.28,   0.00, 455.54,  11.43, 327.99,   0.00,   0.00,   0.00,   0.00,   0.00,23340.37,247507.04,   0.00,   0.00,   0.00, 144.13
181,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,38.7627, 0.0000,6679.24,3060.77,   0.00,37.0354,0.17960,0.00000,1.60372, 119.63,   0.00, 462.94,  11.70, 333.32,   0.00,   0.00,   0.00,   0.00,   0.00,23340.37,284492.62,   0.00,   0.00,   0.00, 154.20
182,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,40.2472, 0.0000,6894.35,3158.68,   0.00,37.6153,0.17115,0.00000,1.52774, 123.01,   0.00, 470.19,  12.11, 338.54,   0.00,   0.00,   0.00,   0.00,   0.00,20733.96,287315.14,   0.00,   0.00,   0.00, 164.61
183,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,41.8425, 0.0000,7118.67,3266.57,   0.00,38.1387,0.16199,0.00000,1.44599, 126.27,   0.00, 476.73,  12.59, 343.25,   0.00,   0.00,   0.00,   0.00,   0.00,19132.09,285707.56,   0.00,   0.00,   0.00, 175.35
184,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,43.4024, 0.0000,7340.76,3372.95,   0.00,38.6076,0.15855,0.00000,1.41573, 129.43,   0.00, 482.59,  13.08, 347.47,   0.00,   0.00,   0.00,   0.00,   0.00,18823.08,284378.28,   0.00,   0.00,   0.00, 186.42
185,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,45.0266, 0.0000,7567.72,3484.40,   0.00,39.1181,0.15969,0.00000,1.42617, 132.61,   0.00, 488.98,  13.59, 352.06,   0.00,   0.00,   0.00,   0.00,   0.00,18503.37,327012.10,   0.00,   0.00,   0.00, 197.84
186,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,46.8359, 0.0000,7808.77,3610.22,   0.00,39.6182,0.15534,0.00000,1.38716, 135.81,   0.00, 495.23,  14.19, 356.56,   0.00,   0.00,   0.00,   0.00,   0.00,16927.95,327650.52,   0.00,   0.00,   0.00, 209.63
187,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,48.4857, 7.5605,8030.72,3717.53,   0.00,40.0642,0.15756,0.00000,1.40787, 138.91,   0.00, 500.80,  14.74, 360.58,   0.00,   0.00,   0.00,   0.00,   0.00,17866.29,327334.85,   0.00,   0.00,   0.00, 221.75
188,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,49.6992, 7.9495,8227.25,3799.98,   0.00,40.4614,0.16688,0.00000,1.49244, 141.91,   0.00, 505.77,  15.15, 364.15,   0.00,   0.00,   0.00,   0.00,   0.00,20421.39,324449.30,   0.00,   0.00,   0.00, 234.16
189,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,50.1409, 8.2224,8365.13,3824.00,   0.00,40.8738,0.19343,0.00000,1.73125, 144.94,   0.00, 510.92,  15.30, 367.86,   0.00,   0.00,   0.00,   0.00,   0.00,25976.61,316038.58,   0.00,   0.00,   0.00, 246.78
190,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,50.3382, 8.4611,8485.59,3831.23,   0.00,41.2365,0.19508,0.00000,1.74654, 147.86,   0.00, 515.46,  15.39, 371.13,   0.00,   0.00,   0.00,   0.00,   0.00,26972.23,306604.20,   0.00,   0.00,   0.00, 259.59
191,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,51.1159, 8.8049,8651.40,3884.46,   0.00,41.5507,0.17583,0.00000,1.57386, 150.67,   0.00, 519.38,  15.67, 373.96,   0.00,   0.00,   0.00,   0.00,   0.00,22998.98,301107.84,   0.00,   0.00,   0.00, 272.64
192,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,52.4086, 9.2476,8855.79,3977.52,   0.00,41.8718,0.15948,0.00000,1.42693, 153.48,   0.00, 523.40,  16.16, 376.85,   0.00,   0.00,   0.00,   0.00,   0.00,18823.08,299665.09,   0.00,   0.00,   0.00, 286.00
193,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,53.9422, 9.7453,9079.88,4089.12,   0.00,42.2387,0.15512,0.00000,1.38771, 156.38,   0.00, 527.98,  16.76, 380.15,   0.00,   0.00,   0.00,   0.00,   0.00,16927.95,311526.35,   0.00,   0.00,   0.00, 299.70
194,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,54.7048,10.1166,9246.45,4143.64,   0.00,42.5587,0.18001,0.00000,1.61229, 159.19,   0.00, 531.98,  17.05, 383.03,   0.00,   0.00,   0.00,   0.00,   0.00,23010.74,306091.87,   0.00,   0.00,   0.00, 313.66
195,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,55.4489,10.4947,9412.73,4198.28,   0.00,42.8755,0.17655,0.00000,1.58169, 161.92,   0.00, 535.94,  17.35, 385.88,   0.00,   0.00,   0.00,   0.00,   0.00,22681.78,400571.46,   0.00,   0.00,   0.00, 327.86
196,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,56.4338,10.9273,9597.73,4271.73,   0.00,43.1765,0.17233,0.00000,1.54373, 164.69,   0.00, 539.71,  17.73, 388.59,   0.00,   0.00,   0.00,   0.00,   0.00,21058.81,397103.98,   0.00,   0.00,   0.00, 342.34
197,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,57.4969,11.3878,9789.74,4352.59,   0.00,43.4339,0.16457,0.00000,1.47450, 167.38,   0.00, 542.92,  18.17, 390.91,   0.00,   0.00,   0.00,   0.00,   0.00,19775.26,394902.39,   0.00,   0.00,   0.00, 357.11
198,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,58.2335,11.7941,9956.46,4409.62,   0.00,43.6947,0.17699,0.00000,1.58649, 170.06,   0.00, 546.18,  18.49, 393.25,   0.00,   0.00,   0.00,   0.00,   0.00,22365.20,389946.98,   0.00,   0.00,   0.00, 372.13
199,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,58.7239,12.1597,10105.51,4449.32,   0.00,43.9161,0.18043,0.00000,1.61794, 172.68,   0.00, 548.95,  18.74, 395.24,   0.00,   0.00,   0.00,   0.00,   0.00,23658.85,383683.81,   0.00,   0.00,   0.00, 387.38
200,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,58.7266,12.4279,10219.42,4452.47,   0.00,44.1887,0.19960,0.00000,1.79007, 175.39,   0.00, 552.36,  18.83, 397.70,   0.00,   0.00,   0.00,   0.00,   0.00,26972.23,374328.25,   0.00,   0.00,   0.00, 402.80
201,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,58.8579,12.7282,10344.12,4466.71,   0.00,44.4224,0.19316,0.00000,1.73247, 178.02,   0.00, 555.28,  18.98, 399.80,   0.00,   0.00,   0.00,   0.00,   0.00,25976.61,365956.50,   0.00,   0.00,   0.00, 418.40
202,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,58.9851,13.0329,10469.49,4481.92,   0.00,44.6540,0.18900,0.00000,1.69556, 180.58,   0.00, 558.18,  19.13, 401.89,   0.00,   0.00,   0.00,   0.00,   0.00,25641.94,441101.38,   0.00,   0.00,   0.00, 434.19
203,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,59.6516,13.4626,10636.44,4538.64,   0.00,44.8741,0.17821,0.00000,1.59836, 183.20,   0.00, 560.93,  19.45, 403.87,   0.00,   0.00,   0.00,   0.00,   0.00,22353.49,459564.46,   0.00,   0.00,   0.00, 450.24
204,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,60.4324,13.9298,10812.12,4605.57,   0.00,45.0381,0.16774,0.00000,1.50495, 185.70,   0.00, 562.98,  19.84, 405.34,   0.00,   0.00,   0.00,   0.00,   0.00,20733.96,471466.21,   0.00,   0.00,   0.00, 466.55
205,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,61.2372,14.4124,10990.25,4674.95,   0.00,45.2695,0.17043,0.00000,1.52916, 188.27,   0.00, 565.87,  20.24, 407.43,   0.00,   0.00,   0.00,   0.00,   0.00,20733.96,532184.48,   0.00,   0.00,   0.00, 483.12
206,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,62.0852,14.9178,11172.87,4749.01,   0.00,45.4637,0.16433,0.00000,1.47493, 190.78,   0.00, 568.30,  20.68, 409.17,   0.00,   0.00,   0.00,   0.00,   0.00,19775.26,599847.53,   0.00,   0.00,   0.00, 499.98
207,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,62.5350,15.3361,11326.95,4793.12,   0.00,45.6686,0.18429,0.00000,1.65432, 193.38,   0.00, 570.86,  20.95, 411.02,   0.00,   0.00,   0.00,   0.00,   0.00,23340.37,594154.74,   0.00,   0.00,   0.00, 517.06
208,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,62.7240,15.6984,11462.06,4818.45,   0.00,45.8335,0.18771,0.00000,1.68433, 195.92,   0.00, 572.77,  21.30, 412.50,   0.00,   0.00,   0.00,   0.00,   0.00,24653.52,597131.82,   0.00,   0.00,   0.00, 534.35
209,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,62.9616,16.0795,11601.80,4848.57,   0.00,45.9578,0.18292,0.00000,1.64061, 198.42,   0.00, 574.17,  21.83, 413.62,   0.00,   0.00,   0.00,   0.00,   0.00,23989.76,597957.77,   0.00,   0.00,   0.00, 551.84
210,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,63.0515,16.4282,11729.69,4868.01,   0.00,46.0857,0.18857,0.00000,1.69051, 200.93,   0.00, 575.61,  22.48, 414.77,   0.00,   0.00,   0.00,   0.00,   0.00,24974.45,597648.79,   0.00,   0.00,   0.00, 569.53
211,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,63.6348,16.9136,11896.63,4926.62,   0.00,46.1757,0.17001,0.00000,1.52311, 203.39,   0.00, 576.57,  23.48, 415.58,   0.00,   0.00,   0.00,   0.00,   0.00,21058.81,594042.21,   0.00,   0.00,   0.00, 587.47
212,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,64.2785,17.4249,12069.09,4990.66,   0.00,46.2908,0.17153,0.00000,1.53593, 205.92,   0.00, 577.84,  24.67, 416.62,   0.00,   0.00,   0.00,   0.00,   0.00,20745.55,590765.49,   0.00,   0.00,   0.00, 605.67
213,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,64.5660,17.8498,12214.99,5028.27,   0.00,46.3622,0.17919,0.00000,1.60473, 208.38,   0.00, 578.55,  25.92, 417.26,   0.00,   0.00,   0.00,   0.00,   0.00,23010.74,585206.49,   0.00,   0.00,   0.00, 624.09
214,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,64.9151,18.2981,12367.63,5071.12,   0.00,46.4823,0.18397,0.00000,1.64685, 210.95,   0.00, 579.87,  27.36, 418.34,   0.00,   0.00,   0.00,   0.00,   0.00,22998.98,579868.43,   0.00,   0.00,   0.00, 642.74
215,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,65.6346,18.8618,12550.30,5144.08,   0.00,46.5637,0.16669,0.00000,1.49152, 213.49,   0.00, 580.70,  29.15, 419.07,   0.00,   0.00,   0.00,   0.00,   0.00,19464.79,602451.71,   0.00,   0.00,   0.00, 661.67
216,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,66.2325,19.4040,12723.57,5208.94,   0.00,46.5897,0.16516,0.00000,1.47816, 215.93,   0.00, 580.84,  31.12, 419.31,   0.00,   0.00,   0.00,   0.00,   0.00,19775.26,619344.52,   0.00,   0.00,   0.00, 680.85
217,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,66.6284,19.8962,12881.86,5258.60,   0.00,46.6418,0.17642,0.00000,1.57922, 218.45,   0.00, 581.29,  33.18, 419.78,   0.00,   0.00,   0.00,   0.00,   0.00,21710.62,615132.11,   0.00,   0.00,   0.00, 700.27
218,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,67.0011,20.3917,13039.41,5307.60,   0.00,46.6531,0.17297,0.00000,1.54873, 220.91,   0.00, 581.23,  35.46, 419.88,   0.00,   0.00,   0.00,   0.00,   0.00,21384.36,615227.43,   0.00,   0.00,   0.00, 719.93
219,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,67.1473,20.8253,13179.83,5339.24,   0.00,46.6908,0.18437,0.00000,1.65123, 223.46,   0.00, 581.49,  37.85, 420.22,   0.00,   0.00,   0.00,   0.00,   0.00,23340.37,611397.17,   0.00,   0.00,   0.00, 739.80
220,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,67.7072,21.3974,13354.15,5404.93,   0.00,46.7319,0.16577,0.00000,1.48473, 225.95,   0.00, 581.80,  40.64, 420.59,   0.00,   0.00,   0.00,   0.00,   0.00,19453.30,701026.33,   0.00,   0.00,   0.00, 759.94
221,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,68.5327,22.0656,13552.09,5492.61,   0.00,46.8005,0.16049,0.00000,1.43737, 228.56,   0.00, 582.43,  43.78, 421.20,   0.00,   0.00,   0.00,   0.00,   0.00,17243.70,735886.29,   0.00,   0.00,   0.00, 780.37
222,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,69.0776,22.6584,13727.64,5559.29,   0.00,46.7885,0.16552,0.00000,1.48411, 231.07,   0.00, 582.06,  47.02, 421.10,   0.00,   0.00,   0.00,   0.00,   0.00,19132.09,738261.81,   0.00,   0.00,   0.00, 801.06
223,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,69.7042,23.2919,13911.03,5633.88,   0.00,46.7382,0.15678,0.00000,1.40687, 233.53,   0.00, 581.21,  50.55, 420.64,   0.00,   0.00,   0.00,   0.00,   0.00,17560.27,759390.05,   0.00,   0.00,   0.00, 822.03
224,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,70.3769,23.9535,14099.33,5713.12,   0.00,46.7326,0.15801,0.00000,1.41897, 236.07,   0.00, 580.91,  54.33, 420.59,   0.00,   0.00,   0.00,   0.00,   0.00,17232.41,794075.92,   0.00,   0.00,   0.00, 843.29
225,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,70.8683,24.5677,14274.24,5779.00,   0.00,46.6746,0.16206,0.00000,1.45718, 238.56,   0.00, 579.96,  58.27, 420.07,   0.00,   0.00,   0.00,   0.00,   0.00,18503.37,793076.23,   0.00,   0.00,   0.00, 864.81
226,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,71.4382,25.2209,14456.67,5852.15,   0.00,46.6692,0.16200,0.00000,1.45789, 241.14,   0.00, 579.65,  62.49, 420.02,   0.00,   0.00,   0.00,   0.00,   0.00,17866.29,829143.96,   0.00,   0.00,   0.00, 886.60
227,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,71.8554,25.8340,14627.80,5914.13,   0.00,46.6035,0.16464,0.00000,1.48380, 243.66,   0.00, 578.59,  66.89, 419.43,   0.00,   0.00,   0.00,   0.00,   0.00,18823.08,827828.11,   0.00,   0.00,   0.00, 908.65
228,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,72.2711,26.4575,14799.99,5976.82,   0.00,46.5734,0.16929,0.00000,1.52721, 246.26,   0.00, 577.97,  71.52, 419.16,   0.00,   0.00,   0.00,   0.00,   0.00,19132.09,826246.07,   0.00,   0.00,   0.00, 930.96
229,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,72.6576,27.0830,14970.96,6038.32,   0.00,46.5076,0.16631,0.00000,1.50281, 248.83,   0.00, 576.89,  76.41, 418.57,   0.00,   0.00,   0.00,   0.00,   0.00,18823.08,830960.37,   0.00,   0.00,   0.00, 953.52
230,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,72.6432,27.5695,15109.69,6067.62,   0.00,46.4060,0.17852,0.00000,1.61527, 251.34,   0.00, 575.38,  81.38, 417.65,   0.00,   0.00,   0.00,   0.00,   0.00,22025.88,826457.18,   0.00,   0.00,   0.00, 976.29
231,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,72.4946,28.0100,15237.95,6086.19,   0.00,46.3342,0.18723,0.00000,1.69566, 253.94,   0.00, 574.22,  86.54, 417.01,   0.00,   0.00,   0.00,   0.00,   0.00,23340.37,829869.74,   0.00,   0.00,   0.00, 999.26
232,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,72.9626,28.6991,15436.82,6157.62,   0.00,46.2640,0.14479,0.00000,1.31696, 258.27,   0.00, 573.08,  92.41, 416.38,   0.00,   0.00,   0.00,   0.00,   0.00,14146.88,876058.41,   0.00,   0.00,   0.00,1022.52
233,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,73.4273,29.4003,15636.65,6229.81,   0.00,46.1872,0.14872,0.00000,1.35512, 262.65,   0.00, 571.85,  98.54, 415.68,   0.00,   0.00,   0.00,   0.00,   0.00,14454.80,879169.59,   0.00,   0.00,   0.00,1046.09
234,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,73.5922,29.9948,15810.79,6277.93,   0.00,46.0474,0.15818,0.00000,1.44404, 266.93,   0.00, 569.83, 104.78, 414.43,   0.00,   0.00,   0.00,   0.00,   0.00,17243.70,879279.81,   0.00,   0.00,   0.00,1069.92
235,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,73.3785,30.4412,15954.73,6294.22,   0.00,45.9635,0.18255,0.00000,1.66606, 271.32,   0.00, 568.50, 111.09, 413.67,   0.00,   0.00,   0.00,   0.00,   0.00,21710.62,875144.01,   0.00,   0.00,   0.00,1093.96
236,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,73.0880,30.8608,16092.66,6304.64,   0.00,45.8445,0.18219,0.00000,1.66662, 275.68,   0.00, 566.73, 117.65, 412.60,   0.00,   0.00,   0.00,   0.00,   0.00,22025.88,870680.18,   0.00,   0.00,   0.00,1118.21
237,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,72.5555,31.1811,16210.14,6294.77,   0.00,45.6882,0.18713,0.00000,1.71497, 279.97,   0.00, 564.50, 124.40, 411.19,   0.00,   0.00,   0.00,   0.00,   0.00,23658.85,864565.23,   0.00,   0.00,   0.00,1142.63
238,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,72.8229,31.8508,16397.75,6354.84,   0.00,45.5671,0.15654,0.00000,1.44354, 284.31,   0.00, 562.70, 131.82, 410.10,   0.00,   0.00,   0.00,   0.00,   0.00,15985.72,866153.18,   0.00,   0.00,   0.00,1167.34
239,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,73.1218,32.5479,16589.22,6418.91,   0.00,45.4130,0.14961,0.00000,1.38591, 288.61,   0.00, 560.48, 139.58, 408.72,   0.00,   0.00,   0.00,   0.00,   0.00,14763.65,868948.70,   0.00,   0.00,   0.00,1192.33
240,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,73.3348,33.2190,16773.12,6476.43,   0.00,45.2729,0.15676,0.00000,1.45482, 292.95,   0.00, 558.44, 147.57, 407.46,   0.00,   0.00,   0.00,   0.00,   0.00,15996.89,870374.94,   0.00,   0.00,   0.00,1217.60
241,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,73.3462,33.8105,16940.13,6517.30,   0.00,45.0958,0.16342,0.00000,1.51992, 297.23,   0.00, 555.93, 155.73, 405.86,   0.00,   0.00,   0.00,   0.00,   0.00,17866.29,869903.95,   0.00,   0.00,   0.00,1243.12
242,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,73.4125,34.4358,17114.19,6563.71,   0.00,44.9776,0.16808,0.00000,1.56634, 301.62,   0.00, 554.15, 164.21, 404.80,   0.00,   0.00,   0.00,   0.00,   0.00,17877.64,895230.78,   0.00,   0.00,   0.00,1268.90
243,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,73.2260,34.9521,17266.50,6588.51,   0.00,44.8172,0.17587,0.00000,1.64209, 305.95,   0.00, 551.85, 172.86, 403.36,   0.00,   0.00,   0.00,   0.00,   0.00,20086.42,904732.81,   0.00,   0.00,   0.00,1294.91
244,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,73.0866,35.4987,17423.80,6618.44,   0.00,44.6252,0.17011,0.00000,1.59614, 310.21,   0.00, 549.15, 181.84, 401.63,   0.00,   0.00,   0.00,   0.00,   0.00,19132.09,903174.19,   0.00,   0.00,   0.00,1321.16
245,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,73.0308,36.0933,17589.46,6656.54,   0.00,44.4660,0.17021,0.00000,1.60256, 314.56,   0.00, 546.85, 191.16, 400.19,   0.00,   0.00,   0.00,   0.00,   0.00,18503.37,902274.15,   0.00,   0.00,   0.00,1347.65
246,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,72.8241,36.6226,17740.93,6681.91,   0.00,44.2539,0.17147,0.00000,1.62051, 318.80,   0.00, 543.90, 200.71, 398.29,   0.00,   0.00,   0.00,   0.00,   0.00,19464.79,900218.10,   0.00,   0.00,   0.00,1374.37
247,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,72.5314,37.1137,17885.16,6699.85,   0.00,44.0781,0.18019,0.00000,1.70484, 323.11,   0.00, 541.40, 210.50, 396.70,   0.00,   0.00,   0.00,   0.00,   0.00,20733.96,896923.22,   0.00,   0.00,   0.00,1401.31
248,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,71.9137,37.4420,17999.77,6688.32,   0.00,43.8628,0.18915,0.00000,1.79240, 327.37,   0.00, 538.40, 220.45, 394.77,   0.00,   0.00,   0.00,   0.00,   0.00,23340.37,891004.83,   0.00,   0.00,   0.00,1428.42
249,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,70.9256,37.5724,18081.04,6642.04,   0.00,43.7028,0.20829,0.00000,1.97061, 331.74,   0.00, 536.09, 230.55, 393.32,   0.00,   0.00,   0.00,   0.00,   0.00,26635.77,881986.12,   0.00,   0.00,   0.00,1455.64
250,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,70.7492,38.1341,18238.57,6672.15,   0.00,43.5130,0.17554,0.00000,1.68322, 336.04,   0.00, 533.40, 241.31, 391.62,   0.00,   0.00,   0.00,   0.00,   0.00,19453.30,885336.91,   0.00,   0.00,   0.00,1483.11
251,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,70.6380,38.7404,18403.08,6709.38,   0.00,43.2925,0.16841,0.00000,1.62694, 340.28,   0.00, 530.34, 252.42, 389.63,   0.00,   0.00,   0.00,   0.00,   0.00,18184.44,884742.65,   0.00,   0.00,   0.00,1510.82
252,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,70.5090,39.3456,18565.62,6745.66,   0.00,43.0888,0.17152,0.00000,1.66249, 344.56,   0.00, 527.48, 263.83, 387.80,   0.00,   0.00,   0.00,   0.00,   0.00,18503.37,883693.14,   0.00,   0.00,   0.00,1538.77
253,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,70.4981,39.6317,18740.76,6794.70,   0.00,42.8861,0.15972,0.00000,1.56747, 348.78,   0.00, 524.97, 275.30, 385.97,   0.00,   0.00,   0.00,   0.00,   0.00,16298.95,921230.38,   0.00,   0.00,   0.00,1566.99
254,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,70.7140,40.0515,18939.02,6866.67,   0.00,42.6985,0.14663,0.00000,1.46029, 353.08,   0.00, 522.64, 286.93, 384.29,   0.00,   0.00,   0.00,   0.00,   0.00,12935.62,926961.20,   0.00,   0.00,   0.00,1595.50
255,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,70.8812,40.4525,19133.93,6935.43,   0.00,42.4942,0.14506,0.00000,1.45749, 357.31,   0.00, 520.12, 298.51, 382.45,   0.00,   0.00,   0.00,   0.00,   0.00,12935.62,931477.90,   0.00,   0.00,   0.00,1624.31
256,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,70.7076,40.6643,19297.90,6971.74,   0.00,42.3925,0.17568,0.00000,1.74318, 361.65,   0.00, 518.85, 309.78, 381.53,   0.00,   0.00,   0.00,   0.00,   0.00,18823.08,992314.31,   0.00,   0.00,   0.00,1653.36
